Name;Accession;Organism;collection_date;country;host;strain
R-Feb-17-pT1-2;MZ670856.1;Yam mosaic virus;2017-02-11;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Feb-17-pT1-2
R-Feb-17-pT1-2;MZ670856.1;Yam mosaic virus;2017-02-11;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Feb-17-pT1-2
R-Feb-17-pT3-2;MZ670857.1;Yam mosaic virus;2017-02-11;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Feb-17-pT3-2
R-Feb-17-pT3-2;MZ670857.1;Yam mosaic virus;2017-02-11;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Feb-17-pT3-2
R-Feb-17-pT3-2;MZ670857.1;Yam mosaic virus;2017-02-11;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Feb-17-pT3-2
R-Feb-17-m1-1;MZ670858.1;Yam mosaic virus;2017-02-11;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Feb-17-m1-1
R-Feb-17-m1-1;MZ670858.1;Yam mosaic virus;2017-02-11;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Feb-17-m1-1
R-Feb-17-m1-1;MZ670858.1;Yam mosaic virus;2017-02-11;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Feb-17-m1-1
R-Feb-17-m1-2;MZ670859.1;Yam mosaic virus;2017-02-11;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Feb-17-m1-2
R-Feb-17-m1-2;MZ670859.1;Yam mosaic virus;2017-02-11;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Feb-17-m1-2
R-Feb-17-m1-2;MZ670859.1;Yam mosaic virus;2017-02-11;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Feb-17-m1-2
R-Feb-17-m1-3;MZ670860.1;Yam mosaic virus;2017-02-11;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Feb-17-m1-3
R-Feb-17-m1-3;MZ670860.1;Yam mosaic virus;2017-02-11;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Feb-17-m1-3
R-Feb-17-m1-3;MZ670860.1;Yam mosaic virus;2017-02-11;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Feb-17-m1-3
R-Feb-17-m1-4;MZ670861.1;Yam mosaic virus;2017-02-11;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Feb-17-m1-4
R-Feb-17-m1-4;MZ670861.1;Yam mosaic virus;2017-02-11;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Feb-17-m1-4
R-Feb-17-m1-4;MZ670861.1;Yam mosaic virus;2017-02-11;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Feb-17-m1-4
R-Mar-17-pT2-1;MZ670862.1;Yam mosaic virus;2017-03-21;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Mar-17-pT2-1
R-Mar-17-pT2-1;MZ670862.1;Yam mosaic virus;2017-03-21;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Mar-17-pT2-1
R-Mar-17-pT2-1;MZ670862.1;Yam mosaic virus;2017-03-21;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Mar-17-pT2-1
R-Mar-17-pT2-2;MZ670863.1;Yam mosaic virus;2017-03-21;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Mar-17-pT2-2
R-Mar-17-pT2-2;MZ670863.1;Yam mosaic virus;2017-03-21;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Mar-17-pT2-2
R-Mar-17-pT2-2;MZ670863.1;Yam mosaic virus;2017-03-21;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Mar-17-pT2-2
R-Mar-17-pT2-3;MZ670864.1;Yam mosaic virus;2017-03-21;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Mar-17-pT2-3
R-Mar-17-pT2-3;MZ670864.1;Yam mosaic virus;2017-03-21;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Mar-17-pT2-3
R-Mar-17-pT2-3;MZ670864.1;Yam mosaic virus;2017-03-21;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Mar-17-pT2-3
R-Mar-17-pT3-1;MZ670865.1;Yam mosaic virus;2017-03-21;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Mar-17-pT3-1
R-Mar-17-pT3-1;MZ670865.1;Yam mosaic virus;2017-03-21;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Mar-17-pT3-1
R-Mar-17-pT3-1;MZ670865.1;Yam mosaic virus;2017-03-21;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Mar-17-pT3-1
R-Mar-17-pT3-2;MZ670866.1;Yam mosaic virus;2017-03-21;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Mar-17-pT3-2
R-Mar-17-pT3-2;MZ670866.1;Yam mosaic virus;2017-03-21;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Mar-17-pT3-2
R-Mar-17-pT3-2;MZ670866.1;Yam mosaic virus;2017-03-21;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Mar-17-pT3-2
R-Mar-17-pT2-4;MZ670867.1;Yam mosaic virus;2017-03-21;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Mar-17-pT2-4
R-Mar-17-pT2-4;MZ670867.1;Yam mosaic virus;2017-03-21;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Mar-17-pT2-4
R-Mar-17-pT2-4;MZ670867.1;Yam mosaic virus;2017-03-21;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Mar-17-pT2-4
R-Apr-17-m2-1;MZ670868.1;Yam mosaic virus;2017-04-08;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Apr-17-m2-1
R-Apr-17-m2-1;MZ670868.1;Yam mosaic virus;2017-04-08;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Apr-17-m2-1
R-Apr-17-m2-1;MZ670868.1;Yam mosaic virus;2017-04-08;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Apr-17-m2-1
R-Apr-17-m2-2;MZ670869.1;Yam mosaic virus;2017-04-08;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Apr-17-m2-2
R-Apr-17-m2-2;MZ670869.1;Yam mosaic virus;2017-04-08;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Apr-17-m2-2
R-Apr-17-m2-2;MZ670869.1;Yam mosaic virus;2017-04-08;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Apr-17-m2-2
R-Feb-17-pT4-1;MZ670870.1;Yam mosaic virus;2017-02-06;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Feb-17-pT4-1
R-Feb-17-pT4-1;MZ670870.1;Yam mosaic virus;2017-02-06;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Feb-17-pT4-1
R-Feb-17-pT4-1;MZ670870.1;Yam mosaic virus;2017-02-06;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Feb-17-pT4-1
R-Mar-17-m2-3;MZ670871.1;Yam mosaic virus;2017-03-21;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Mar-17-m2-3
R-Mar-17-m2-3;MZ670871.1;Yam mosaic virus;2017-03-21;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Mar-17-m2-3
R-Mar-17-m2-3;MZ670871.1;Yam mosaic virus;2017-03-21;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Mar-17-m2-3
R-Apr-17-m2-3;MZ670872.1;Yam mosaic virus;2017-04-17;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Apr-17-m2-3
R-Apr-17-m2-3;MZ670872.1;Yam mosaic virus;2017-04-17;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Apr-17-m2-3
R-Apr-17-m2-3;MZ670872.1;Yam mosaic virus;2017-04-17;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Apr-17-m2-3
R-Mar-17-m2-4;MZ670873.1;Yam mosaic virus;2017-03-17;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Mar-17-m2-4
R-Mar-17-m2-4;MZ670873.1;Yam mosaic virus;2017-03-17;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Mar-17-m2-4
R-Mar-17-m2-4;MZ670873.1;Yam mosaic virus;2017-03-17;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Mar-17-m2-4
R-Apr-17-pT2-3;MZ670874.1;Yam mosaic virus;2017-04-17;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Apr-17-pT2-3
R-Apr-17-pT2-3;MZ670874.1;Yam mosaic virus;2017-04-17;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Apr-17-pT2-3
R-Apr-17-pT2-3;MZ670874.1;Yam mosaic virus;2017-04-17;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Apr-17-pT2-3
R-Sep-18-5-pT1;MZ670875.1;Yam mosaic virus;2018-09-15;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-18-5-pT1
R-Sep-18-5-pT1;MZ670875.1;Yam mosaic virus;2018-09-15;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-18-5-pT1
R-Sep-18-5-pT1;MZ670875.1;Yam mosaic virus;2018-09-15;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-18-5-pT1
R-Sep-18-5-pT10;MZ670876.1;Yam mosaic virus;2018-09-15;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-18-5-pT10
R-Sep-18-5-pT10;MZ670876.1;Yam mosaic virus;2018-09-15;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-18-5-pT10
R-Sep-18-5-pT10;MZ670876.1;Yam mosaic virus;2018-09-15;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-18-5-pT10
R-Sep-18-5-pT13;MZ670877.1;Yam mosaic virus;2018-09-15;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-18-5-pT13
R-Sep-18-5-pT13;MZ670877.1;Yam mosaic virus;2018-09-15;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-18-5-pT13
R-Sep-18-5-pT13;MZ670877.1;Yam mosaic virus;2018-09-15;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-18-5-pT13
R-Aug-18-5-pT1;MZ670878.1;Yam mosaic virus;2018-08-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-18-5-pT1
R-Aug-18-5-pT1;MZ670878.1;Yam mosaic virus;2018-08-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-18-5-pT1
R-Aug-18-5-pT1;MZ670878.1;Yam mosaic virus;2018-08-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-18-5-pT1
R-Aug-18-5-pT7;MZ670879.1;Yam mosaic virus;2018-08-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-18-5-pT7
R-Aug-18-5-pT7;MZ670879.1;Yam mosaic virus;2018-08-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-18-5-pT7
R-Aug-18-5-pT7;MZ670879.1;Yam mosaic virus;2018-08-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-18-5-pT7
R-Jul-18-5-pT1;MZ670880.1;Yam mosaic virus;2018-07-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Jul-18-5-pT1
R-Jul-18-5-pT1;MZ670880.1;Yam mosaic virus;2018-07-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Jul-18-5-pT1
R-Jul-18-5-pT1;MZ670880.1;Yam mosaic virus;2018-07-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Jul-18-5-pT1
R-Jul-18-5-pT9;MZ670881.1;Yam mosaic virus;2018-07-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Jul-18-5-pT9
R-Jul-18-5-pT9;MZ670881.1;Yam mosaic virus;2018-07-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Jul-18-5-pT9
R-Jul-18-5-pT9;MZ670881.1;Yam mosaic virus;2018-07-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Jul-18-5-pT9
R-Oct-18-5-pT3;MZ670882.1;Yam mosaic virus;2018-10-23;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-18-5-pT3
R-Oct-18-5-pT3;MZ670882.1;Yam mosaic virus;2018-10-23;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-18-5-pT3
R-Oct-18-5-pT3;MZ670882.1;Yam mosaic virus;2018-10-23;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-18-5-pT3
R-Oct-18-5-pT6;MZ670883.1;Yam mosaic virus;2018-10-23;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-18-5-pT6
R-Oct-18-5-pT6;MZ670883.1;Yam mosaic virus;2018-10-23;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-18-5-pT6
R-Oct-18-5-pT6;MZ670883.1;Yam mosaic virus;2018-10-23;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-18-5-pT6
R-Aug-18-5-pT11;MZ670884.1;Yam mosaic virus;2018-08-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-18-5-pT11
R-Aug-18-5-pT11;MZ670884.1;Yam mosaic virus;2018-08-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-18-5-pT11
R-Aug-18-5-pT11;MZ670884.1;Yam mosaic virus;2018-08-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-18-5-pT11
R-Oct-18-5-pT9;MZ670885.1;Yam mosaic virus;2018-08-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-18-5-pT9
R-Oct-18-5-pT9;MZ670885.1;Yam mosaic virus;2018-08-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-18-5-pT9
R-Oct-18-5-pT9;MZ670885.1;Yam mosaic virus;2018-08-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-18-5-pT9
R-Sep-18-5-pT7;MZ670886.1;Yam mosaic virus;2018-09-15;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-18-5-pT7
R-Sep-18-5-pT7;MZ670886.1;Yam mosaic virus;2018-09-15;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-18-5-pT7
R-Sep-18-5-pT7;MZ670886.1;Yam mosaic virus;2018-09-15;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-18-5-pT7
R-Sep-18-5-pT3;MZ670887.1;Yam mosaic virus;2018-09-15;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-18-5-pT3
R-Sep-18-5-pT3;MZ670887.1;Yam mosaic virus;2018-09-15;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-18-5-pT3
R-Sep-18-5-pT3;MZ670887.1;Yam mosaic virus;2018-09-15;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-18-5-pT3
R-Oct-18-5-pT7;MZ670888.1;Yam mosaic virus;2018-10-23;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-18-5-pT7
R-Oct-18-5-pT7;MZ670888.1;Yam mosaic virus;2018-10-23;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-18-5-pT7
R-Oct-18-5-pT7;MZ670888.1;Yam mosaic virus;2018-10-23;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-18-5-pT7
R-Aug-18-5-pT4;MZ670889.1;Yam mosaic virus;2018-08-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-18-5-pT4
R-Aug-18-5-pT4;MZ670889.1;Yam mosaic virus;2018-08-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-18-5-pT4
R-Aug-18-5-pT4;MZ670889.1;Yam mosaic virus;2018-08-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-18-5-pT4
R-Jul-18-5-pT12;MZ670890.1;Yam mosaic virus;2018-07-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Jul-18-5-pT12
R-Jul-18-5-pT12;MZ670890.1;Yam mosaic virus;2018-07-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Jul-18-5-pT12
R-Jul-18-5-pT12;MZ670890.1;Yam mosaic virus;2018-07-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Jul-18-5-pT12
R-Aug-18-5-pT12;MZ670891.1;Yam mosaic virus;2018-08-09;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-18-5-pT12
R-Aug-18-5-pT12;MZ670891.1;Yam mosaic virus;2018-08-09;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-18-5-pT12
R-Aug-18-5-pT12;MZ670891.1;Yam mosaic virus;2018-08-09;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-18-5-pT12
R-Jul-18-5-pT11;MZ670892.1;Yam mosaic virus;2018-07-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Jul-18-5-pT11
R-Jul-18-5-pT11;MZ670892.1;Yam mosaic virus;2018-07-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Jul-18-5-pT11
R-Jul-18-5-pT11;MZ670892.1;Yam mosaic virus;2018-07-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Jul-18-5-pT11
R-Aug-18-5-pT10;MZ670893.1;Yam mosaic virus;2018-08-09;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-18-5-pT10
R-Aug-18-5-pT10;MZ670893.1;Yam mosaic virus;2018-08-09;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-18-5-pT10
R-Aug-18-5-pT10;MZ670893.1;Yam mosaic virus;2018-08-09;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-18-5-pT10
R-Jul-18-5-pT8;MZ670894.1;Yam mosaic virus;2018-07-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Jul-18-5-pT8
R-Jul-18-5-pT8;MZ670894.1;Yam mosaic virus;2018-07-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Jul-18-5-pT8
R-Jul-18-5-pT8;MZ670894.1;Yam mosaic virus;2018-07-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Jul-18-5-pT8
R-Jul-18-5-pT2;MZ670895.1;Yam mosaic virus;2018-07-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Jul-18-5-pT2
R-Jul-18-5-pT2;MZ670895.1;Yam mosaic virus;2018-07-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Jul-18-5-pT2
R-Jul-18-5-pT2;MZ670895.1;Yam mosaic virus;2018-07-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Jul-18-5-pT2
R-Sep-18-5-pT5;MZ670896.1;Yam mosaic virus;2018-09-15;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-18-5-pT5
R-Sep-18-5-pT5;MZ670896.1;Yam mosaic virus;2018-09-15;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-18-5-pT5
R-Sep-18-5-pT5;MZ670896.1;Yam mosaic virus;2018-09-15;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-18-5-pT5
R-Jul-18-5-pT7;MZ670897.1;Yam mosaic virus;2018-07-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Jul-18-5-pT7
R-Jul-18-5-pT7;MZ670897.1;Yam mosaic virus;2018-07-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Jul-18-5-pT7
R-Jul-18-5-pT7;MZ670897.1;Yam mosaic virus;2018-07-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Jul-18-5-pT7
R-Aug-18-5-pT2;MZ670898.1;Yam mosaic virus;2018-08-09;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-18-5-pT2
R-Aug-18-5-pT2;MZ670898.1;Yam mosaic virus;2018-08-09;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-18-5-pT2
R-Aug-18-5-pT2;MZ670898.1;Yam mosaic virus;2018-08-09;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-18-5-pT2
R-Sep-18-5-pT4;MZ670899.1;Yam mosaic virus;2018-09-15;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-18-5-pT4
R-Sep-18-5-pT4;MZ670899.1;Yam mosaic virus;2018-09-15;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-18-5-pT4
R-Sep-18-5-pT4;MZ670899.1;Yam mosaic virus;2018-09-15;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-18-5-pT4
R-Oct-18-5-pT1;MZ670900.1;Yam mosaic virus;2018-10-23;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-18-5-pT1
R-Oct-18-5-pT1;MZ670900.1;Yam mosaic virus;2018-10-23;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-18-5-pT1
R-Oct-18-5-pT1;MZ670900.1;Yam mosaic virus;2018-10-23;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-18-5-pT1
R-Jul-18-5-pT6;MZ670901.1;Yam mosaic virus;2018-07-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Jul-18-5-pT6
R-Jul-18-5-pT6;MZ670901.1;Yam mosaic virus;2018-07-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Jul-18-5-pT6
R-Jul-18-5-pT6;MZ670901.1;Yam mosaic virus;2018-07-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Jul-18-5-pT6
R-Oct-18-5-pT5;MZ670902.1;Yam mosaic virus;2018-10-23;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-18-5-pT5
R-Oct-18-5-pT5;MZ670902.1;Yam mosaic virus;2018-10-23;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-18-5-pT5
R-Oct-18-5-pT5;MZ670902.1;Yam mosaic virus;2018-10-23;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-18-5-pT5
R-Sep-18-5-pT2;MZ670903.1;Yam mosaic virus;2018-09-15;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-18-5-pT2
R-Sep-18-5-pT2;MZ670903.1;Yam mosaic virus;2018-09-15;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-18-5-pT2
R-Sep-18-5-pT2;MZ670903.1;Yam mosaic virus;2018-09-15;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-18-5-pT2
R-Sep-18-5-pT6;MZ670904.1;Yam mosaic virus;2018-09-15;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-18-5-pT6
R-Sep-18-5-pT6;MZ670904.1;Yam mosaic virus;2018-09-15;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-18-5-pT6
R-Sep-18-5-pT6;MZ670904.1;Yam mosaic virus;2018-09-15;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-18-5-pT6
R-Sep-18-5-pT8;MZ670905.1;Yam mosaic virus;2018-09-15;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-18-5-pT8
R-Sep-18-5-pT8;MZ670905.1;Yam mosaic virus;2018-09-15;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-18-5-pT8
R-Sep-18-5-pT8;MZ670905.1;Yam mosaic virus;2018-09-15;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-18-5-pT8
R-Aug-18-5-pT8;MZ670906.1;Yam mosaic virus;2018-08-09;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-18-5-pT8
R-Aug-18-5-pT8;MZ670906.1;Yam mosaic virus;2018-08-09;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-18-5-pT8
R-Aug-18-5-pT8;MZ670906.1;Yam mosaic virus;2018-08-09;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-18-5-pT8
R-Oct-18-5-pT8;MZ670907.1;Yam mosaic virus;2018-10-23;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-18-5-pT8
R-Oct-18-5-pT8;MZ670907.1;Yam mosaic virus;2018-10-23;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-18-5-pT8
R-Oct-18-5-pT8;MZ670907.1;Yam mosaic virus;2018-10-23;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-18-5-pT8
R-Jul-18-5-pT3;MZ670908.1;Yam mosaic virus;2018-07-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Jul-18-5-pT3
R-Jul-18-5-pT3;MZ670908.1;Yam mosaic virus;2018-07-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Jul-18-5-pT3
R-Jul-18-5-pT3;MZ670908.1;Yam mosaic virus;2018-07-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Jul-18-5-pT3
R-Aug-18-5-pT3;MZ670909.1;Yam mosaic virus;2018-08-09;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-18-5-pT3
R-Aug-18-5-pT3;MZ670909.1;Yam mosaic virus;2018-08-09;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-18-5-pT3
R-Aug-18-5-pT3;MZ670909.1;Yam mosaic virus;2018-08-09;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-18-5-pT3
R-Jul-18-5-pT5;MZ670910.1;Yam mosaic virus;2018-07-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Jul-18-5-pT5
R-Jul-18-5-pT5;MZ670910.1;Yam mosaic virus;2018-07-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Jul-18-5-pT5
R-Jul-18-5-pT5;MZ670910.1;Yam mosaic virus;2018-07-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Jul-18-5-pT5
R-Jul-18-5-pT10;MZ670911.1;Yam mosaic virus;2018-07-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Jul-18-5-pT10
R-Jul-18-5-pT10;MZ670911.1;Yam mosaic virus;2018-07-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Jul-18-5-pT10
R-Jul-18-5-pT10;MZ670911.1;Yam mosaic virus;2018-07-01;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Jul-18-5-pT10
R-Sep-18-5-pT11;MZ670912.1;Yam mosaic virus;2018-09-15;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-18-5-pT11
R-Sep-18-5-pT11;MZ670912.1;Yam mosaic virus;2018-09-15;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-18-5-pT11
R-Sep-18-5-pT11;MZ670912.1;Yam mosaic virus;2018-09-15;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-18-5-pT11
R-Sep-18-5-pT12;MZ670913.1;Yam mosaic virus;2018-09-15;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-18-5-pT12
R-Sep-18-5-pT12;MZ670913.1;Yam mosaic virus;2018-09-15;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-18-5-pT12
R-Sep-18-5-pT12;MZ670913.1;Yam mosaic virus;2018-09-15;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Sep-18-5-pT12
R-Oct-18-5-pT11;MZ670914.1;Yam mosaic virus;2018-10-23;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-18-5-pT11
R-Oct-18-5-pT11;MZ670914.1;Yam mosaic virus;2018-10-23;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-18-5-pT11
R-Oct-18-5-pT11;MZ670914.1;Yam mosaic virus;2018-10-23;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Oct-18-5-pT11
R-Aug-18-5-pT9;MZ670915.1;Yam mosaic virus;2018-09-09;Nigeria;Dioscorea cayenensis subsp. rotundata;R-Aug-18-5-pT9
